Date,Open,High,Low,Close,Volume
2016-12-16,3905,3905,3900,3900,15
2016-12-20,3950,3950,3900,3900,50
2016-12-21,3900,3900,3900,3900,5
2016-12-22,3900,3900,3900,3900,16
2016-12-23,3900,3900,3900,3900,32
2016-12-29,3900,3900,3900,3900,25
2016-12-30,3900,3900,3900,3900,1
2017-01-04,3895,3895,3895,3895,9
2017-01-05,3900,3900,3900,3900,51
2017-01-06,4000,4190,4000,4190,133
2017-01-10,4190,4190,4190,4190,2
2017-01-12,4000,4000,4000,4000,70
2017-01-13,4000,4000,4000,4000,2
2017-01-16,4000,4000,4000,4000,20
2017-01-19,4000,4000,3975,4000,109
2017-01-20,4000,4000,4000,4000,4
2017-01-30,4100,4100,4100,4100,6
2017-02-09,4100,4100,4100,4100,2
2017-02-10,4100,4100,4100,4100,4
2017-02-14,4000,4000,4000,4000,5
2017-02-15,4100,4100,4100,4100,5
2017-02-20,4000,4000,4000,4000,5
2017-02-23,4000,4000,4000,4000,25
2017-02-27,3900,3900,3900,3900,4
2017-03-01,4000,4000,4000,4000,2
2017-03-06,3900,3900,3900,3900,49
2017-03-13,3900,3900,3900,3900,1
2017-03-14,3900,3900,3900,3900,1
2017-03-15,3900,3900,3900,3900,5
2017-03-21,3900,3900,3900,3900,10
2017-03-22,3900,3900,3900,3900,20
2017-03-27,3900,3900,3900,3900,3
2017-03-29,3700,3700,3700,3700,11
2017-04-18,3650,3650,3650,3650,25
2017-04-28,3650,3650,3650,3650,15
2017-05-03,3650,3650,3650,3650,1
2017-05-04,3650,3650,3650,3650,4
2017-05-11,3650,3800,3650,3800,14
2017-05-12,3800,3800,3800,3800,6
2017-06-01,3800,3800,3800,3800,15
2017-06-02,3800,3800,3800,3800,5
2017-06-06,3800,3800,3800,3800,1
2017-06-07,3800,3800,3800,3800,10
2017-06-09,3800,4000,3800,4000,20
2017-06-13,4000,4000,3800,3800,41
2017-06-28,3800,3800,3800,3800,4
2017-06-29,4000,4000,4000,4000,50
2017-06-30,4000,4000,4000,4000,2
2017-07-03,3800,4000,3800,4000,13
2017-07-05,3800,3800,3800,3800,3
2017-07-07,4000,4000,4000,4000,4
2017-07-11,3800,3800,3800,3800,10
2017-07-12,3800,3900,3800,3900,40
2017-07-13,3900,3900,3900,3900,3
2017-07-18,4085,4085,4085,4085,173
2017-07-19,4100,4100,4085,4085,82
2017-07-26,4000,4000,4000,4000,1
2017-08-01,3900,3900,3900,3900,3
2017-08-14,3800,3800,3800,3800,1
2017-08-16,3800,3800,3700,3700,19
2017-08-17,3700,3700,3700,3700,15
2017-08-24,3630,3630,3630,3630,32
2017-08-28,3560,3700,3560,3700,13
2017-09-06,3800,3800,3800,3800,50
2017-09-08,3800,3800,3700,3700,21
2017-09-12,3700,3700,3700,3700,12
2017-09-15,3695,3695,3695,3695,3
2017-09-19,3695,3695,3695,3695,2
2017-10-10,3500,3500,3500,3500,43
2017-10-11,3550,3550,3500,3500,58
2017-10-18,3400,3400,3400,3400,1
2017-10-19,3400,3400,3400,3400,35
2017-10-20,3450,3450,3450,3450,32
2017-10-25,3450,3450,3450,3450,10
2017-10-30,3460,3460,3460,3460,3
2017-11-02,3480,3480,3460,3460,42
2017-11-28,3460,3715,3205,3460,11
2017-11-29,3460,3460,3460,3460,11
2017-12-04,3460,3460,3460,3460,1
2017-12-15,3205,3205,3205,3205,1
2017-12-28,3205,3205,3205,3205,5
2018-01-03,3205,3205,3205,3205,10
2018-01-04,3205,3205,3150,3150,96
2018-02-05,3000,3000,3000,3000,5
2018-02-06,3150,3150,3150,3150,128
2018-02-26,3100,3100,3100,3100,5
2018-02-27,3000,3000,3000,3000,30
2018-02-28,3000,3000,3000,3000,25
2018-03-01,3000,3000,3000,3000,1
2018-03-12,2900,2900,2900,2900,8
2018-03-13,2940,2940,2775,2775,15
2018-03-14,2800,2800,2800,2800,5
2018-03-16,2800,2800,2800,2800,11
2018-03-19,3010,3010,3010,3010,1
2018-03-20,3235,3235,3235,3235,1
2018-03-27,3000,3000,3000,3000,5
2018-03-28,3000,3000,3000,3000,10
2018-04-12,3000,3000,2800,2800,35
2018-04-13,2800,3000,2800,3000,11
2018-04-16,3000,3100,2800,2800,13
2018-04-17,2800,2800,2800,2800,100
2018-04-19,3010,3010,3010,3010,1
2018-04-20,3100,3100,3095,3100,37
2018-04-24,3100,3330,3100,3330,21
2018-04-26,3330,3330,3330,3330,11
2018-05-11,3085,3085,3085,3085,100
2018-05-17,2980,2980,2980,2980,2
2018-06-07,2900,2900,2900,2900,19
2018-06-12,2900,2900,2900,2900,46
2018-06-13,2900,2900,2900,2900,35
2018-07-02,2900,2900,2900,2900,10
2018-07-04,2900,2900,2900,2900,10
2018-07-09,2900,2900,2900,2900,5
2018-07-12,2900,2900,2900,2900,12
2018-07-13,2900,2900,2900,2900,122
2018-07-26,2900,2900,2900,2900,100
2018-08-01,2840,2840,2840,2840,50
2018-08-16,2695,2695,2695,2695,3
2018-09-05,2650,2650,2650,2650,50
2018-09-27,2595,2595,2595,2595,20
2018-09-28,2595,2595,2595,2595,1
2018-10-02,2595,2595,2595,2595,5
2018-10-04,2585,2595,2585,2595,25
2018-10-10,2595,2595,2595,2595,2
2018-10-22,2590,2590,2590,2590,1
2018-10-29,2550,2550,2550,2550,50
2018-11-08,2530,2530,2530,2530,4
2018-11-22,2500,2500,2500,2500,5
2018-11-23,2500,2500,2500,2500,95
2018-12-13,2495,2500,2495,2500,3
2019-01-02,2495,2495,2495,2495,32
2019-01-29,2450,2450,2450,2450,1
2019-02-07,2450,2450,2450,2450,1
2019-03-11,2400,2400,2400,2400,2
2019-03-21,2400,2400,2400,2400,5
2019-03-25,2400,2400,2400,2400,1
2019-03-28,2395,2395,2395,2395,10
2019-04-15,2395,2395,2395,2395,10
2019-05-10,2395,2395,2395,2395,1
